Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
3940868	Minus	70	65	65	60	52	56	69	63	61	70	65	65	0.871	0.938	0.846	0.883333333	0.923076923	0.857142857	0.9855	1	0.9836	1	1	0.9375
3941013	Plus	62	81	64	46	53	46	56	79	64	62	81	64	0.919	0.975	0.938	0.847826087	0.849056604	0.869565217	0.9464	0.962	0.9844	1	1	1
3941014	Minus	72	64	64	46	44	45	64	60	61	72	64	64	0.611	0.516	0.609	0.891304348	0.863636364	0.822222222	0.9219	0.9667	0.918	0.9796	1	1
3941067	Plus	62	80	66	45	59	52	56	77	61	62	80	66	0.71	0.775	0.864	0.511111111	0.677966102	0.673076923	0.9464	0.9481	1	1	1	1
3941068	Minus	70	65	63	57	48	50	66	61	60	70	65	63	0.857	0.846	0.81	0.754385965	0.916666667	0.8	0.9848	0.9672	0.9833	1	1	1
3941251	Plus	62	79	66	48	59	54	56	69	60	62	79	66	0.919	0.873	0.939	0.895833333	0.915254237	0.925925926	0.9286	0.9275	0.9	1	0.9778	1
3941252	Minus	70	66	64	53	49	49	66	54	55	70	66	64	0.757	0.833	0.734	0.886792453	0.857142857	0.816326531	0.8788	0.8704	0.9273	1	0.9474	1
3941823	Plus	61	76	60	60	72	74	50	66	52	61	76	60	0.869	0.895	0.833	0.683333333	0.708333333	0.581081081	0.9	0.8939	0.8077	1	1	1
3941824	Minus	70	70	69	75	73	78	66	60	60	70	70	69	0.443	0.6	0.391	0.586666667	0.671232877	0.602564103	0.8788	0.95	0.9333	0.9545	1	0.96
3942089	Plus	60	75	61	35	40	62	40	57	47	60	75	61	0.9	0.92	0.902	0.971428571	0.925	0.983870968	0.75	0.6491	0.6596	0.9714	1	0.9773
3942090	Minus	71	72	69	80	81	92	62	62	54	71	72	69	0.901	0.944	0.942	0.7375	0.691358025	0.717391304	0.7419	0.7419	0.8148	1	0.975	0.9512
3942513	Plus	57	81	64	78	97	107	51	71	55	57	81	64	0.842	0.802	0.812	0.871794872	0.907216495	0.906542056	0.902	0.8732	0.9455	1	0.973	1
3942514	Minus	71	74	65	78	69	82	63	69	52	71	74	65	0.845	0.73	0.815	0.871794872	0.884057971	0.951219512	0.9048	0.8841	0.8846	0.9697	0.973	0.9667
3943164	Plus	54	82	67	81	106	114	50	77	58	54	82	67	0.907	0.878	0.866	0.716049383	0.745283019	0.657894737	0.92	0.8961	0.8621	0.8125	0.9032	0.9091
3943165	Minus	65	75	58	89	93	103	61	72	56	65	75	58	0.785	0.853	0.862	0.865168539	0.892473118	0.844660194	0.9836	0.9306	0.9464	1	1	0.9167
3943338	Plus	54	82	66	63	90	91	51	63	56	54	82	66	0.852	0.817	0.833	0.793650794	0.788888889	0.78021978	0.7647	0.8095	0.75	0.9655	0.9375	0.9412
3943339	Minus	65	75	58	81	84	96	57	61	46	65	75	58	0.646	0.68	0.638	0.827160494	0.821428571	0.791666667	0.7193	0.8197	0.8043	1	1	0.973
3943602	Plus	58	77	65	90	109	115	55	67	55	58	77	65	0.914	0.922	0.938	0.933333333	0.908256881	0.87826087	0.8545	0.8358	0.8545	0.963	0.9756	1
3943603	Minus	61	71	59	85	93	96	51	58	44	61	71	59	0.754	0.676	0.542	0.729411765	0.731182796	0.739583333	0.7843	0.6897	0.75	1	0.9286	0.9583
3944388	Plus	58	76	67	78	85	113	52	73	60	58	76	67	0.845	0.895	0.836	0.641025641	0.682352941	0.601769912	0.8462	0.8767	0.9	1	0.9831	1
3944389	Minus	60	62	65	82	97	130	54	51	54	60	62	65	0.883	0.823	0.877	0.902439024	0.93814433	0.930769231	0.8889	0.7451	0.8148	1	1	1
3945588	Plus	60	80	67	69	75	95	59	75	59	60	80	67	0.983	0.975	1	0.942028986	0.893333333	0.915789474	0.9492	0.92	0.9492	1	1	1
3945589	Minus	55	64	59	74	81	102	52	63	48	55	64	59	0.873	0.875	0.831	0.824324324	0.728395062	0.745098039	0.9231	0.9365	0.9792	1	0.95	0.85
3945915	Plus	62	81	65	70	96	97	55	69	57	62	81	65	0.677	0.778	0.692	0.628571429	0.65625	0.649484536	0.9091	0.8696	0.8246	0.9333	0.95	0.9375
3945916	Minus	56	65	54	47	50	39	50	58	49	56	65	54	0.75	0.831	0.667	0.744680851	0.76	0.58974359	0.82	0.8793	0.8367	1	0.963	1
3946095	Plus	62	81	64	57	65	83	58	75	62	62	81	64	0.839	0.889	0.891	0.859649123	0.938461538	0.903614458	0.9828	0.96	0.9677	1	1	1
3946096	Minus	57	64	55	71	70	75	54	61	47	57	64	55	0.737	0.875	0.782	0.690140845	0.842857143	0.746666667	0.9815	0.9672	0.9574	0.9444	0.9667	0.9
3947164	Plus	60	80	69	50	73	59	58	74	60	60	80	69	0.983	0.95	0.942	0.9	0.849315068	0.915254237	0.9483	0.9865	0.8667	1	0.975	1
3947165	Minus	59	54	58	34	32	35	56	52	51	59	54	58	0.898	0.981	0.845	0.794117647	0.78125	0.771428571	0.9286	0.9615	0.9804	0.8889	0.85	0.8889
3947372	Plus	61	75	69	39	51	52	54	65	58	61	75	69	0.77	0.773	0.826	0.794871795	0.784313725	0.826923077	0.7037	0.7231	0.8276	1	0.9783	1
3947373	Minus	59	52	58	47	41	43	55	46	50	59	52	58	0.746	0.788	0.707	0.744680851	0.682926829	0.76744186	0.8364	0.8696	0.92	1	1	1
3947431	Plus	60	76	68	44	61	54	53	65	57	60	76	68	0.867	0.868	0.75	0.863636364	0.885245902	0.907407407	0.7547	0.7692	0.807	0.9643	0.9778	1
3947432	Minus	59	52	56	52	38	42	55	41	50	59	52	56	0.61	0.538	0.714	0.884615385	0.842105263	0.880952381	0.7818	0.878	0.9	0.9722	0.9615	0.9737
3947539	Plus	61	75	66	51	69	47	54	64	61	61	75	66	0.525	0.547	0.47	0.862745098	0.869565217	0.936170213	0.9259	0.9531	0.8033	1	1	1
3947540	Minus	61	54	56	39	31	35	51	48	47	61	54	56	0.77	0.833	0.821	0.512820513	0.64516129	0.571428571	0.8627	0.8958	0.9149	1	1	1
3948222	Plus	67	72	65	55	62	50	66	68	61	67	72	65	0.91	0.861	0.846	0.909090909	0.919354839	0.92	0.9697	0.9706	0.9508	0.8	0.7778	0.8182
3948223	Minus	56	55	54	49	36	43	52	54	51	56	55	54	0.857	0.8	0.722	0.857142857	0.833333333	0.88372093	0.9423	0.9259	0.9412	1	0.9737	1
3948545	Plus	70	74	68	45	49	47	64	69	65	70	74	68	0.5	0.649	0.515	0.644444444	0.857142857	0.808510638	0.9062	0.942	0.9385	1	1	1
3948546	Minus	55	55	54	45	44	35	54	52	49	55	55	54	0.509	0.364	0.463	0.6	0.522727273	0.542857143	1	0.9808	0.9796	1	1	1
3948615	Plus	69	72	67	58	60	48	65	67	64	69	72	67	0.913	0.889	0.776	0.862068966	0.783333333	0.666666667	1	1	0.9844	0.9444	0.9444	0.9286
3948616	Minus	56	57	53	41	38	40	52	52	50	56	57	53	0.661	0.772	0.642	0.780487805	0.789473684	0.875	0.9808	0.9231	0.98	1	1	1
3948816	Plus	68	72	64	57	60	55	68	69	61	68	72	64	0.971	0.889	0.938	0.859649123	0.933333333	0.836363636	1	0.9275	0.9672	0.9583	0.8438	0.9545
3948817	Minus	56	60	57	43	38	38	52	56	48	56	60	57	0.839	0.767	0.667	0.953488372	0.921052632	0.921052632	0.9808	0.875	0.8958	1	0.9512	0.9091
3948830	Plus	68	72	65	59	64	48	67	70	61	68	72	65	0.735	0.722	0.646	0.847457627	0.90625	0.833333333	0.9552	0.9571	0.918	0.9756	1	0.9744
3948831	Minus	56	60	56	51	44	41	53	56	47	56	60	56	0.875	0.9	0.875	0.921568627	0.840909091	0.87804878	0.9434	0.8929	0.8723	0.7692	0.8667	0.8
3949002	Plus	70	71	64	53	53	41	62	65	60	70	71	64	0.857	0.915	0.922	0.735849057	0.830188679	0.902439024	0.9355	0.9692	0.8833	0.875	0.963	1
3949003	Minus	56	59	54	44	35	34	55	55	47	56	59	54	0.946	0.898	0.963	0.977272727	0.828571429	0.852941176	0.9636	0.9636	0.9787	1	1	0.9643
3949403	Plus	65	71	65	54	63	54	64	70	59	65	71	65	0.892	0.817	0.815	0.907407407	0.888888889	0.944444444	0.9844	0.9857	0.9661	1	1	1
3949404	Minus	55	64	52	45	40	27	52	60	47	55	64	52	0.782	0.812	0.788	0.844444444	0.825	0.777777778	1	0.9667	1	0.9444	1	1
3949496	Plus	63	73	65	54	62	54	62	72	60	63	73	65	0.889	0.849	0.923	0.833333333	0.822580645	0.722222222	0.9677	1	0.9667	1	1	0.931
3949497	Minus	56	65	54	48	52	39	52	63	49	56	65	54	0.964	0.938	0.87	0.8125	0.807692308	0.846153846	0.9808	0.9841	0.9592	1	1	0.9667
3949751	Plus	65	75	70	53	61	58	63	68	63	65	75	70	0.846	0.907	0.857	0.905660377	0.967213115	1	0.8889	0.9559	0.8889	1	1	1
3949752	Minus	57	67	53	49	53	44	52	64	50	57	67	53	0.895	0.866	0.906	0.673469388	0.641509434	0.75	1	0.9844	0.96	1	1	1
3949829	Plus	65	73	70	57	57	49	64	71	65	65	73	70	0.954	0.986	0.957	0.859649123	0.877192982	0.918367347	0.9531	0.9577	0.9692	1	1	0.9767
3949830	Minus	56	70	52	45	51	32	50	66	47	56	70	52	0.893	0.943	0.904	0.888888889	0.882352941	0.875	1	0.9545	0.9787	1	0.9737	1
3949914	Plus	65	71	69	52	57	54	62	70	65	65	71	69	0.677	0.775	0.826	0.730769231	0.666666667	0.537037037	0.9516	0.9714	0.9385	1	1	1
3949915	Minus	54	70	49	45	51	37	52	64	46	54	70	49	0.741	0.771	0.857	0.933333333	0.921568627	0.810810811	0.9615	0.9375	0.9565	0.9722	1	1
3950423	Plus	60	70	65	47	45	51	56	63	53	60	70	65	0.95	0.857	0.815	0.936170213	0.911111111	0.823529412	0.8571	0.8413	0.8302	1	1	1
3950424	Minus	53	77	46	37	47	28	47	70	38	53	77	46	0.792	0.831	0.761	0.72972973	0.744680851	0.821428571	0.9362	0.9143	0.8947	1	1	1
3951358	Plus	64	64	66	51	49	49	62	61	62	64	64	66	0.812	0.734	0.939	0.784313725	0.795918367	0.775510204	0.9516	0.9836	0.9677	0.9231	1	1
3951359	Minus	47	83	48	38	64	38	47	78	44	47	83	48	1	0.964	1	0.868421053	0.875	0.789473684	0.9574	1	0.9545	1	1	1
3951645	Plus	67	65	66	55	51	51	59	62	64	67	65	66	0.91	0.708	0.788	0.745454545	0.588235294	0.62745098	0.9661	0.9839	1	0.95	0.9091	1
3951646	Minus	53	83	48	44	63	32	49	80	45	53	83	48	0.981	1	0.979	0.931818182	0.873015873	0.84375	0.9796	0.9875	0.9778	0.9697	0.9762	1
3952742	Plus	65	62	68	50	46	49	63	61	60	65	62	68	0.954	0.984	0.941	0.94	0.891304348	0.897959184	0.9841	1	1	1	1	1
3952743	Minus	60	84	54	47	64	40	58	80	50	60	84	54	1	1	0.981	0.765957447	0.828125	0.85	0.9483	0.9875	0.96	1	0.9429	1
3952784	Plus	63	62	68	45	50	50	64	58	61	63	62	68	0.413	0.452	0.456	0.511111111	0.6	0.62	0.9375	1	0.9344	0.6667	0.625	1
3952785	Minus	61	83	58	52	65	46	58	83	50	61	83	58	0.967	0.964	0.948	1	1	1	1	0.9759	0.96	0.9811	1	1
3952901	Plus	63	63	71	47	51	58	64	61	66	63	63	71	0.937	0.889	0.859	0.872340426	0.862745098	0.793103448	0.9688	1	0.9697	1	1	0.9556
3952902	Minus	60	87	59	47	60	34	60	85	54	60	87	59	0.65	0.69	0.695	0.893617021	0.85	0.852941176	1	0.9412	1	0.9744	0.9846	1
3953397	Plus	59	63	68	48	52	58	51	50	58	59	63	68	0.627	0.635	0.691	0.75	0.75	0.862068966	0.8627	0.88	0.8621	1	1	0.8857
3953398	Minus	60	84	60	50	67	44	58	78	54	60	84	60	0.45	0.512	0.5	0.7	0.641791045	0.659090909	0.8448	0.8846	0.9259	1	1	1
3953641	Plus	58	69	63	38	43	39	55	66	59	58	69	63	0.862	0.884	0.857	0.947368421	0.837209302	0.897435897	0.9636	0.9848	0.9831	1	0.963	0.913
3953642	Minus	60	87	59	49	67	44	55	84	53	60	87	59	0.967	0.977	0.915	0.795918367	0.835820896	0.840909091	1	1	0.9811	0.975	0.9672	1
3953775	Plus	57	68	68	37	31	41	56	67	57	57	68	68	0.579	0.515	0.559	0.756756757	0.612903226	0.756097561	0.9643	0.9403	0.9649	1	0.9655	1
3953776	Minus	61	88	60	54	62	42	57	84	58	61	88	60	0.934	0.966	0.933	0.87037037	0.919354839	0.880952381	0.9649	0.9524	0.9655	1	0.9821	1
3953898	Plus	60	70	67	46	54	54	54	68	62	60	70	67	0.833	0.886	0.881	0.695652174	0.722222222	0.666666667	0.9815	1	0.9839	1	1	1
3953899	Minus	60	87	60	46	67	44	56	80	58	60	87	60	0.817	0.759	0.867	0.913043478	0.925373134	0.818181818	0.9643	0.95	0.9138	1	1	1
3953947	Plus	58	71	66	39	51	47	56	65	56	58	71	66	1	1	1	0.871794872	0.960784314	0.957446809	1	0.9846	0.9821	1	1	1
3953948	Minus	60	87	62	56	72	52	58	78	56	60	87	62	0.783	0.759	0.79	0.696428571	0.708333333	0.75	0.9828	0.9872	0.9821	0.9167	0.9	1
3953952	Plus	57	71	66	43	59	59	56	67	60	57	71	66	0.982	0.972	0.97	0.860465116	0.898305085	0.915254237	1	1	0.9667	1	1	1
3953953	Minus	60	86	62	53	64	48	58	78	58	60	86	62	0.833	0.791	0.855	0.698113208	0.59375	0.604166667	1	0.9615	0.9483	1	1	1
3953965	Plus	57	71	66	36	52	47	58	68	61	57	71	66	0.702	0.69	0.712	0.722222222	0.634615385	0.744680851	0.9655	1	0.9508	1	0.9643	1
3953966	Minus	60	86	62	52	69	50	57	77	58	60	86	62	0.75	0.849	0.774	0.903846154	0.884057971	0.82	1	0.974	1	0.963	0.98	0.9655
3953982	Plus	57	71	65	44	50	55	56	70	61	57	71	65	0.93	0.873	0.862	0.863636364	0.88	0.818181818	1	0.9857	1	1	1	1
3953983	Minus	60	86	62	45	64	43	58	80	60	60	86	62	0.95	0.953	0.984	0.755555556	0.625	0.651162791	1	0.9875	0.9667	1	0.9836	1
3954022	Plus	57	71	66	43	54	57	52	71	61	57	71	66	0.842	0.873	0.924	0.906976744	0.925925926	0.912280702	1	0.9577	0.9672	1	1	1
3954023	Minus	60	83	62	46	53	44	57	78	60	60	83	62	0.483	0.398	0.597	0.847826087	0.754716981	0.863636364	1	0.9615	0.9833	1	1	1
3954308	Plus	59	69	64	46	51	49	57	61	61	59	69	64	0.949	0.942	0.938	0.934782609	0.941176471	0.918367347	0.9825	0.9836	0.9836	0.92	1	1
3954309	Minus	58	81	68	35	55	49	52	78	62	58	81	68	0.655	0.741	0.794	0.885714286	0.636363636	0.775510204	0.9615	0.9487	0.9516	0.9302	0.98	0.96
3954496	Plus	59	68	69	51	49	60	57	65	64	59	68	69	0.915	0.882	0.957	0.764705882	0.734693878	0.716666667	1	0.9692	0.9844	1	0.88	1
3954497	Minus	60	82	68	49	61	49	52	79	58	60	82	68	0.767	0.793	0.765	0.632653061	0.704918033	0.673469388	0.9615	0.962	0.9655	0.9706	0.9787	0.9697
3954685	Plus	60	71	71	43	41	51	58	64	66	60	71	71	0.9	0.817	0.803	0.860465116	0.731707317	0.823529412	0.9828	0.9531	0.9697	1	1	1
3954686	Minus	58	80	65	40	58	40	55	78	62	58	80	65	0.879	0.912	0.877	0.875	0.931034483	0.975	0.9455	1	0.9032	1	1	1
3955008	Plus	58	70	69	37	52	52	54	69	67	58	70	69	0.879	0.829	0.841	0.918918919	0.826923077	0.846153846	0.963	0.9565	0.9254	1	0.9333	1
3955009	Minus	60	86	67	47	66	50	54	78	61	60	86	67	0.983	0.977	0.985	0.85106383	0.727272727	0.8	1	0.9872	0.9672	1	1	1
3955116	Plus	58	70	69	42	51	55	58	69	66	58	70	69	0.655	0.629	0.623	0.952380952	0.921568627	0.872727273	1	0.9855	0.9697	1	1	1
3955117	Minus	61	85	67	45	57	47	55	83	64	61	85	67	0.738	0.776	0.851	0.8	0.842105263	0.936170213	1	0.9398	0.9688	0.9722	0.9828	1
3955491	Plus	54	67	64	43	49	56	52	66	57	54	67	64	0.907	0.806	0.891	0.976744186	0.979591837	0.946428571	0.9231	0.9091	0.9474	0.9767	1	0.9773
3955492	Minus	63	83	66	32	45	38	61	76	61	63	83	66	0.873	0.819	0.939	0.9375	0.911111111	0.894736842	0.918	0.8684	0.9016	1	0.9608	0.9714
3955577	Plus	53	67	63	39	48	49	53	64	60	53	67	63	1	0.955	0.984	0.692307692	0.666666667	0.673469388	0.9811	0.9844	0.9833	1	1	1
3955578	Minus	63	80	65	37	49	39	62	76	59	63	80	65	0.889	0.838	0.862	0.837837838	0.87755102	0.820512821	0.9839	0.9211	0.9661	1	1	1
3955649	Plus	54	68	63	31	36	37	50	64	61	54	68	63	0.815	0.721	0.746	0.935483871	0.694444444	0.648648649	0.98	1	0.9836	1	1	1
3955650	Minus	63	80	67	46	61	48	62	79	63	63	80	67	0.984	0.95	0.91	0.891304348	0.868852459	0.9375	0.9677	1	0.9841	1	1	1
3955757	Plus	54	68	64	34	48	47	51	62	62	54	68	64	0.926	0.941	0.969	0.970588235	0.875	0.978723404	0.9608	0.9839	1	1	1	1
3955758	Minus	64	81	72	55	65	51	59	76	63	64	81	72	0.891	0.815	0.917	0.727272727	0.8	0.803921569	0.9661	1	0.9524	1	0.9118	1
3955928	Plus	55	65	63	40	51	52	55	65	58	55	65	63	0.8	0.8	0.73	0.775	0.745098039	0.788461538	0.9818	1	0.9828	0.9565	0.9474	1
3955929	Minus	62	79	72	44	59	53	59	75	71	62	79	72	0.984	0.987	0.972	0.590909091	0.593220339	0.528301887	0.9831	0.9733	0.9859	1	1	1
3955958	Plus	54	66	63	39	38	48	54	64	60	54	66	63	0.463	0.53	0.524	0.692307692	0.657894737	0.583333333	0.9444	0.9688	0.9833	1	0.9756	1
3955959	Minus	60	80	73	39	55	48	59	76	70	60	80	73	1	1	0.945	0.846153846	0.909090909	0.895833333	0.9661	0.9737	0.9571	1	0.9839	1
3956022	Plus	54	67	65	34	44	50	52	63	60	54	67	65	0.87	0.836	0.862	0.735294118	0.681818182	0.66	0.9615	0.9365	0.95	1	1	0.95
3956023	Minus	60	81	73	48	63	60	59	75	64	60	81	73	0.75	0.753	0.767	0.916666667	0.936507937	0.816666667	0.9492	0.9333	0.9844	1	1	1
3956138	Plus	55	68	67	36	38	46	53	63	59	55	68	67	0.655	0.632	0.672	0.638888889	0.657894737	0.782608696	0.9623	0.9841	0.9492	0.9167	0.9474	1
3956139	Minus	63	81	73	48	66	59	53	76	66	63	81	73	0.762	0.741	0.849	0.8125	0.833333333	0.813559322	0.9434	0.9868	0.9697	0.9524	0.9787	1
3956553	Plus	55	70	74	28	42	43	55	71	68	55	70	74	0.618	0.757	0.662	0.75	0.619047619	0.534883721	0.9818	0.9577	0.9853	1	1	0.9677
3956554	Minus	57	78	77	49	65	63	55	71	71	57	78	77	0.561	0.372	0.442	0.775510204	0.815384615	0.873015873	1	0.9859	1	1	1	1
3957230	Plus	55	60	73	40	42	52	56	59	68	55	60	73	0.909	0.967	0.89	0.925	0.976190476	0.942307692	0.9821	1	0.9559	1	1	0.9756
3957231	Minus	58	79	78	41	62	57	52	77	77	58	79	78	0.966	0.949	1	0.926829268	0.951612903	0.929824561	0.9615	0.974	0.974	1	1	1
3957395	Plus	56	60	76	36	37	62	52	60	72	56	60	76	0.75	0.7	0.592	0.916666667	0.918918919	0.870967742	0.9615	0.9667	0.9583	0.9667	1	0.9792
3957396	Minus	56	81	84	38	66	65	55	74	72	56	81	84	0.893	0.914	0.94	0.684210526	0.681818182	0.661538462	0.9636	0.9865	1	1	1	0.9189
3957488	Plus	54	62	76	34	42	56	49	59	68	54	62	76	0.963	1	1	0.970588235	0.976190476	0.964285714	0.9592	0.9831	0.9853	1	1	1
3957489	Minus	60	83	80	48	67	58	55	77	74	60	83	80	0.85	0.783	0.887	0.625	0.597014925	0.672413793	0.9455	0.961	0.973	0.8462	0.9	0.8571
3957572	Plus	51	64	75	39	52	62	53	60	70	51	64	75	0.922	0.875	0.96	0.820512821	0.865384615	0.822580645	0.9623	0.9667	1	0.9412	1	1
3957573	Minus	61	84	78	44	56	47	57	78	71	61	84	78	1	0.917	0.974	0.886363636	0.946428571	0.957446809	0.9474	0.8718	0.9155	1	1	1
3957695	Plus	52	63	74	41	49	56	51	60	70	52	63	74	0.846	0.825	0.784	0.975609756	0.959183673	0.857142857	1	0.9833	1	1	0.9762	0.9796
3957696	Minus	59	88	80	46	66	58	55	80	71	59	88	80	0.271	0.284	0.375	0.891304348	0.924242424	0.913793103	0.9636	0.9625	0.9718	0.9706	0.9796	1
3957806	Plus	50	60	72	36	44	58	51	56	66	50	60	72	0.92	0.983	0.917	0.75	0.840909091	0.827586207	0.9216	0.9464	0.9848	0.9615	1	0.9545
3957807	Minus	59	89	79	39	77	61	55	83	71	59	89	79	0.966	0.978	0.937	0.794871795	0.948051948	0.918032787	1	0.988	0.9718	0.8667	0.9091	0.9
3958255	Plus	54	63	72	41	47	63	52	61	67	54	63	72	0.611	0.619	0.569	0.585365854	0.744680851	0.603174603	0.9423	0.9672	0.9552	0.9444	1	0.963
3958256	Minus	55	90	75	41	71	59	50	87	73	55	90	75	0.909	0.833	0.947	0.853658537	0.830985915	0.762711864	0.98	0.9885	0.9863	1	0.9318	0.9744
3958268	Plus	54	63	72	39	48	58	51	61	68	54	63	72	0.889	0.857	0.931	0.794871795	0.770833333	0.862068966	1	1	0.9853	0.9545	0.8529	0.9677
3958269	Minus	56	90	75	41	72	51	50	85	66	56	90	75	0.982	0.867	0.88	0.975609756	0.944444444	0.941176471	0.96	0.9412	0.9545	1	0.9841	1
3958396	Plus	52	62	71	35	49	58	50	61	67	52	62	71	0.904	0.903	0.958	0.8	0.857142857	0.862068966	0.96	0.9344	0.9701	0.9583	1	1
3958397	Minus	57	91	75	34	62	48	57	89	70	57	91	75	0.947	0.901	0.893	0.764705882	0.693548387	0.625	0.9649	0.9775	0.9571	1	1	1
3958514	Plus	59	63	72	41	49	51	56	58	66	59	63	72	0.949	0.873	0.889	0.902439024	0.93877551	0.941176471	0.9821	0.9828	0.9697	0.9756	0.975	0.9592
3958515	Minus	56	94	75	40	77	53	52	87	70	56	94	75	0.946	0.926	0.96	0.9	0.792207792	0.830188679	0.9808	0.977	0.9714	0.96	0.9767	0.9677
3958706	Plus	58	64	74	34	46	50	58	59	67	58	64	74	0.897	0.891	0.946	0.882352941	0.847826087	0.82	0.931	0.9492	0.9254	1	0.98	0.9821
3958707	Minus	54	93	74	39	73	56	53	87	68	54	93	74	0.963	0.914	0.946	0.692307692	0.753424658	0.75	0.9811	0.9655	1	0.7	0.7308	0.8947
3958852	Plus	59	62	74	44	46	56	54	59	70	59	62	74	0.797	0.839	0.838	0.840909091	0.826086957	0.875	0.963	0.9661	0.9	1	1	0.9773
3958853	Minus	57	97	73	45	82	56	53	88	62	57	97	73	0.439	0.371	0.425	0.8	0.792682927	0.875	0.9434	0.9773	0.9677	1	0.92	1
3959754	Plus	57	57	71	44	44	60	53	52	66	57	57	71	0.737	0.702	0.803	0.931818182	0.954545455	1	0.9623	0.9423	0.9697	1	0.9375	1
3959755	Minus	52	94	70	41	69	54	49	86	58	52	94	70	0.75	0.606	0.714	0.902439024	0.898550725	0.888888889	0.9592	0.9535	1	1	0.875	0.875
3959815	Plus	57	57	72	40	38	59	54	53	68	57	57	72	0.86	0.842	0.903	0.625	0.710526316	0.610169492	0.963	0.9057	0.9412	1	1	0.9474
3959816	Minus	54	93	68	42	67	58	51	87	61	54	93	68	0.963	0.946	1	0.666666667	0.776119403	0.775862069	0.9804	0.977	0.9836	1	1	0.9706
3959859	Plus	58	55	73	41	37	44	52	55	68	58	55	73	1	0.982	1	0.975609756	0.837837838	1	1	0.9273	0.9559	1	1	1
3959860	Minus	54	96	68	44	72	53	50	87	60	54	96	68	0.907	0.958	0.956	0.727272727	0.819444444	0.735849057	1	0.9885	0.9833	0.95	0.9697	0.9333
3960183	Plus	55	53	77	38	35	55	48	46	71	55	53	77	0.764	0.585	0.792	0.815789474	0.742857143	0.8	0.9375	0.8913	0.9437	1	1	1
3960184	Minus	60	91	63	44	71	54	52	86	58	60	91	63	0.933	0.89	0.968	0.636363636	0.507042254	0.518518519	0.9808	0.907	0.9138	1	1	1
3960794	Plus	52	60	76	42	47	64	49	57	71	52	60	76	0.942	0.867	0.829	0.833333333	0.787234043	0.875	1	0.9825	0.9577	0.9333	1	1
3960795	Minus	61	83	77	47	70	63	57	81	67	61	83	77	0.82	0.807	0.779	0.765957447	0.685714286	0.793650794	0.9649	0.963	0.9851	1	1	0.9744
3960917	Plus	52	58	76	34	35	50	50	55	67	52	58	76	0.942	0.897	0.908	0.676470588	0.657142857	0.64	1	0.9636	0.9701	1	1	1
3960918	Minus	60	84	77	50	70	64	54	76	69	60	84	77	0.5	0.56	0.506	0.86	0.871428571	0.890625	0.963	0.9605	0.9565	0.9565	0.9848	1
3961011	Plus	51	59	78	37	32	55	49	56	65	51	59	78	0.98	0.915	0.974	0.864864865	1	0.963636364	0.9184	0.8571	0.9692	1	1	1
3961012	Minus	63	84	77	51	68	59	54	79	68	63	84	77	0.556	0.452	0.481	0.509803922	0.588235294	0.542372881	0.9259	1	0.9118	1	1	0.95
3961110	Plus	51	59	73	37	40	53	49	57	67	51	59	73	0.745	0.763	0.795	0.945945946	1	0.981132075	0.9592	0.9298	0.9403	1	1	1
3961111	Minus	61	84	77	42	58	54	57	76	70	61	84	77	0.902	0.917	0.87	0.904761905	0.913793103	0.833333333	0.9298	0.9474	0.9571	0.9714	0.9811	0.9787
3961230	Plus	51	60	74	38	47	58	50	61	68	51	60	74	0.941	0.867	0.824	0.815789474	0.744680851	0.810344828	1	0.9836	0.9559	0.9444	1	1
3961231	Minus	62	84	78	43	67	67	59	79	70	62	84	78	0.935	0.917	0.923	0.906976744	0.940298507	0.985074627	0.9831	0.9873	0.9571	0.975	1	1
3961415	Plus	55	64	69	36	43	48	54	56	63	55	64	69	0.6	0.594	0.522	0.833333333	0.906976744	0.770833333	0.9259	0.9464	0.873	1	0.9091	1
3961416	Minus	62	84	72	41	63	61	58	83	68	62	84	72	0.871	0.786	0.958	0.975609756	0.952380952	0.983606557	0.9828	0.9518	0.9853	1	1	1
3961547	Plus	54	65	68	42	45	54	52	63	64	54	65	68	0.981	0.938	0.941	1	0.911111111	0.962962963	1	0.9841	0.9531	1	1	1
3961548	Minus	61	84	72	42	71	63	53	77	64	61	84	72	0.885	0.857	0.861	0.785714286	0.732394366	0.666666667	0.9811	0.974	0.9688	1	1	1
3961670	Plus	56	66	72	31	31	30	50	64	66	56	66	72	0.893	0.894	0.917	0.935483871	0.935483871	0.866666667	0.98	0.9219	0.8636	1	1	1
3961671	Minus	60	81	72	42	67	56	58	78	63	60	81	72	0.933	0.901	0.889	0.833333333	0.850746269	0.892857143	0.9828	0.9872	1	1	1	0.9773
